mart_1.id,mart_1.price,mart_1.district,mart_1.rooms,mart_1.total_area,mart_1.current_floor,mart_1.max_floor,mart_1.build_year,mart_1.bath,mart_1.repair,mart_1.window_type,mart_1.places_total
2823,10200000,Коммунарка поселок,1.0,,2,16,2021.0,1 совмещенный,Евроремонт,На улицу,0
2829,10200000,Коммунарка поселок,1.0,42.0,16,25,2012.0,1 совмещенный,Евроремонт,Во двор,0
2846,10000000,Сосенское поселение,1.0,,15,15,2019.0,1 совмещенный,Евроремонт,На улицу,0
2853,10000000,Московский,1.0,42.0,9,17,2010.0,1 совмещенный,,Во двор,0
2867,10000000,Коммунарка поселок,1.0,,1,14,2011.0,1 совмещенный,Евроремонт,Во двор,0
2876,10200000,Сосенское поселение,1.0,39.0,5,15,2020.0,1 совмещенный,Евроремонт,,0
2905,10200000,Марьино,1.0,39.0,10,17,1998.0,1 совмещенный,Евроремонт,Во двор,0
2906,10300000,Внуковское поселение,1.0,39.0,8,10,2017.0,,Косметический,Во двор,0
2924,10500000,Таганский,1.0,30.0,8,9,1971.0,1 совмещенный,Косметический,Во двор,0
2930,10200000,Люблино,1.0,,18,24,2002.0,1 совмещенный,Косметический,На улицу,0
2951,10300000,Нагатинский затон,1.0,,4,23,1982.0,1 совмещенный,Без ремонта,Во двор,0
2959,10200000,Коньково,1.0,,1,9,1967.0,1 раздельный,Дизайнерский,Во двор,0
2963,10300000,Внуковское поселение,1.0,,1,11,2018.0,1 совмещенный,Без ремонта,Во двор,0
2967,10200000,Котловка,1.0,,4,12,1968.0,1 совмещенный,Косметический,,0
2976,10300000,Тропарево-Никулино,1.0,38.0,5,16,1976.0,1 раздельный,Косметический,На улицу,0
2984,10500000,Орехово-Борисово Южное,1.0,,8,12,1977.0,1 раздельный,Евроремонт,Во двор,0
2985,10500000,Новокосино,1.0,,11,17,1987.0,1 совмещенный,Косметический,Во двор,0
2993,10500000,Савеловский,1.0,34.0,5,5,1960.0,1 раздельный,Евроремонт,,1
3000,10500000,Сосенское поселение,1.0,35.0,3,15,2021.0,1 совмещенный,Евроремонт,На улицу,0
3003,10500000,Нижегородский,1.0,35.0,2,12,1968.0,1 совмещенный,,Во двор,0
3005,10500000,Северный,1.0,,4,16,2019.0,1 совмещенный,Евроремонт,,0
3037,11500000,Южное Бутово,1.0,,8,23,2016.0,1 совмещенный,Без ремонта,На улицу,0
3039,11199000,Чертаново Южное,1.0,38.0,3,14,2010.0,,Евроремонт,Во двор,0
3043,11499990,Люблино,1.0,,12,25,2020.0,,Дизайнерский,Во двор,0
3054,12000000,Кунцево,1.0,38.0,14,16,2005.0,1 раздельный,Косметический,Во двор,0
3055,12000000,Крылатское,1.0,37.0,12,17,1984.0,1 совмещенный,Евроремонт,На улицу,0
3059,11700000,Хорошево-Мневники,1.0,,7,12,1985.0,1 раздельный,Косметический,Во двор,0
3068,11500000,Западное Дегунино,1.0,35.0,16,25,2021.0,1 совмещенный,Евроремонт,На улицу,0
3074,11500000,Чертаново Южное,1.0,,2,14,1972.0,1 совмещенный,Дизайнерский,Во двор,0
3081,11800000,Бирюлево Восточное,1.0,,6,17,2013.0,1 совмещенный,Евроремонт,Во двор,2
3085,11900000,Аэропорт,1.0,,2,5,1962.0,1 раздельный,Евроремонт,На улицу и двор,0
3115,11650000,Текстильщики,1.0,45.0,12,16,2001.0,1 совмещенный,Косметический,,1
3118,11800000,Московский поселение,1.0,37.0,18,19,2021.0,1 совмещенный,Дизайнерский,Во двор,5
3131,12000000,Очаково-Матвеевское,1.0,,4,19,,1 совмещенный,Косметический,Во двор,0
3165,11750000,Марьино,1.0,,3,10,2001.0,1 совмещенный,Евроремонт,На улицу,0
3169,11000000,Лефортово,1.0,37.0,7,16,1974.0,1 совмещенный,Евроремонт,На улицу,0
3175,11500000,Левобережный,1.0,40.0,7,22,2014.0,1 совмещенный,Косметический,Во двор,0
3186,11600000,Войковский,1.0,,13,14,1971.0,1 раздельный,Косметический,,0
3189,11500000,Бирюлево Восточное,1.0,,9,11,2016.0,1 совмещенный,Евроремонт,Во двор,1
3194,11000000,Бибирево,1.0,38.0,4,16,1976.0,1 совмещенный,Евроремонт,На улицу,1
3199,11100000,Внуковское поселение,1.0,,8,10,2017.0,1 совмещенный,Евроремонт,Во двор,0
3203,11990000,Дмитровский,1.0,32.0,15,24,2019.0,1 совмещенный,Дизайнерский,Во двор,1
3208,11500000,Крылатское,1.0,,3,16,1988.0,1 совмещенный,Без ремонта,,0
3217,11250000,Митино,1.0,,13,17,1998.0,1 раздельный,Евроремонт,Во двор,0
3221,11000000,Гагаринский,1.0,,3,5,1961.0,1 совмещенный,Без ремонта,Во двор,3
3225,11500000,Ховрино,1.0,,4,14,2002.0,1 совмещенный,Евроремонт,На улицу,0
3250,11500000,Свиблово,1.0,,2,5,1960.0,1 совмещенный,Евроремонт,,0
3255,11800000,Черемушки,1.0,,6,16,1994.0,1 совмещенный,Косметический,На улицу,0
3260,11400000,Щукино,1.0,35.0,11,14,1970.0,1 совмещенный,Косметический,На улицу и двор,0
3286,11500000,Раменки,1.0,,4,5,1958.0,1 совмещенный,Евроремонт,Во двор,0
3294,11500000,Южнопортовый,1.0,,5,9,1962.0,1 совмещенный,Косметический,На улицу,0
3301,11750000,Раменки,1.0,28.0,10,37,2021.0,1 совмещенный,Евроремонт,На улицу и двор,0
3319,11400000,Богородское,1.0,,10,23,2022.0,1 раздельный,Без ремонта,Во двор,0
3328,11900000,Войковский,1.0,36.0,4,5,1933.0,1 раздельный,Евроремонт,Во двор,0
3334,11799999,Богородское,1.0,32.0,8,9,1967.0,1 совмещенный,Дизайнерский,Во двор,0
3339,11450000,Зюзино,1.0,37.0,5,12,1971.0,1 совмещенный,Евроремонт,Во двор,0
3343,11800000,Кузьминки,1.0,,1,5,1962.0,1 совмещенный,Косметический,,1
3366,11700000,Марьино,1.0,,5,12,,1 раздельный,Евроремонт,Во двор,1
3368,11200000,Обручевский,1.0,,13,17,1998.0,1 совмещенный,Косметический,На улицу и двор,0
3393,11600000,Солнцево,1.0,38.0,2,17,2007.0,1 совмещенный,Евроремонт,На улицу,0
3398,11500000,Коммунарка поселок,1.0,,14,16,2015.0,1 совмещенный,Косметический,Во двор,1
3407,11650000,Московский,1.0,,2,25,2010.0,1 раздельный,Евроремонт,Во двор,5
3415,11650000,Измайлово,1.0,,11,13,2022.0,1 совмещенный,Косметический,Во двор,0
3428,11500000,Щукино,1.0,,13,24,2021.0,1 раздельный,Без ремонта,,0
3439,11200000,Сосенское поселение,1.0,,7,16,2021.0,1 совмещенный,Евроремонт,,0
3443,11000000,Гольяново,1.0,37.0,12,17,1990.0,1 совмещенный,Евроремонт,,0
3450,11000000,Московский поселение,1.0,42.0,9,22,2021.0,1 раздельный,Без ремонта,Во двор,5
3453,11430970,Ярославский,1.0,,11,22,2021.0,1 раздельный,Без ремонта,,0
3464,11990000,Черемушки,1.0,,8,17,1992.0,1 совмещенный,Косметический,На улицу,1
3469,11700000,Сосенское поселение,1.0,35.0,3,15,2019.0,1 совмещенный,Евроремонт,Во двор,3
3483,11700000,Мещанский,1.0,,3,14,1972.0,1 совмещенный,Без ремонта,Во двор,1
3498,11500000,Западное Дегунино,1.0,40.0,18,24,2015.0,1 совмещенный,Дизайнерский,На улицу и двор,0
3503,11300000,Южное Тушино,1.0,,9,12,1982.0,1 раздельный,Косметический,Во двор,0
3554,11500000,Солнцево,1.0,38.0,3,19,2021.0,1 совмещенный,Косметический,Во двор,0
3566,12000000,Чертаново Северное,1.0,39.0,7,17,1987.0,,Евроремонт,Во двор,1
3577,12000000,Москворечье-Сабурово,1.0,,7,10,2019.0,1 совмещенный,Косметический,Во двор,1
3581,12000000,Орехово-Борисово Южное,1.0,,4,9,1974.0,,Косметический,Во двор,0
3594,12000000,Измайлово,1.0,39.0,3,5,2020.0,1 совмещенный,Без ремонта,На улицу,0
3609,14000000,Чертаново Северное,1.0,52.0,13,26,2021.0,,Без ремонта,,0
3629,12690000,Метрогородок,1.0,39.0,23,24,2021.0,1 совмещенный,Без ремонта,Во двор,0
3631,14000000,Донской,1.0,,11,12,1968.0,1 совмещенный,Евроремонт,На улицу,0
3638,12200000,Савеловский,1.0,,3,9,1977.0,1 совмещенный,Дизайнерский,На улицу,1
3661,13500000,Хорошево-Мневники,1.0,40.0,7,22,1997.0,1 совмещенный,Евроремонт,На улицу,1
3682,14000000,Обручевский,1.0,,4,24,2008.0,1 совмещенный,Косметический,Во двор,0
3690,13900000,Южнопортовый,1.0,,25,28,,,Косметический,,2
3700,12300000,Можайский,1.0,,4,5,1956.0,1 совмещенный,Косметический,На улицу,0
3704,13300000,Раменки,1.0,,2,14,1970.0,1 совмещенный,Евроремонт,На улицу и двор,0
3705,13800000,Раменки,1.0,,25,25,1975.0,1 совмещенный,Евроремонт,,0
3710,12990000,Люблино,1.0,,4,25,2020.0,,Евроремонт,,0
3718,13299999,Внуковское поселение,1.0,41.0,5,10,2017.0,1 совмещенный,Евроремонт,На улицу,0
3725,12300000,Хорошево-Мневники,1.0,39.0,7,12,1975.0,1 раздельный,Косметический,Во двор,0
3732,13000000,Хорошево-Мневники,1.0,,17,17,2005.0,1 раздельный,Евроремонт,,0
3747,12500000,Левобережный,1.0,,2,25,2012.0,1 раздельный,Косметический,Во двор,0
3749,13000000,Гольяново,1.0,,3,24,2022.0,1 совмещенный,Косметический,Во двор,0
3750,12500000,Солнцево,1.0,35.0,3,25,2017.0,1 совмещенный,Дизайнерский,Во двор,0
3751,12600000,Южное Тушино,1.0,,3,17,2008.0,1 совмещенный,Косметический,На улицу,0
3775,12600000,Даниловский,1.0,34.0,6,16,1990.0,1 совмещенный,Косметический,Во двор,0
