mart_3.id,mart_3.price,mart_3.district,mart_3.rooms,mart_3.total_area,mart_3.current_floor,mart_3.max_floor,mart_3.build_year,mart_3.bath,mart_3.repair,mart_3.window_type
16638,27500000.0,Очаково-Матвеевское,2.0,51.0,13.0,23.0,2021.0,1 совмещенный,Без ремонта,На улицу
16639,27500000.0,Якиманка,2.0,,28.0,29.0,2022.0,1 совмещенный,Без ремонта,Во двор
16640,27490000.0,Пресненский,2.0,,38.0,54.0,2019.0,2 совмещенных,Без ремонта,На улицу
16641,27500000.0,Куркино,2.0,,5.0,9.0,2005.0,1 совмещенный,Дизайнерский,
16642,27500000.0,Якиманка,2.0,,28.0,29.0,2020.0,1 совмещенный,Без ремонта,На улицу
16643,27500000.0,Хорошевский,2.0,,2.0,9.0,1955.0,1 совмещенный,Дизайнерский,
16644,27500000.0,Хорошево-Мневники,2.0,65.0,13.0,17.0,2014.0,1 совмещенный,Дизайнерский,Во двор
16645,27300000.0,Хорошево-Мневники,2.0,58.0,24.0,24.0,2020.0,1 совмещенный,,
16646,27400000.0,Хорошево-Мневники,2.0,,15.0,44.0,2022.0,1 раздельный,Без ремонта,Во двор
16647,27500000.0,Даниловский,2.0,,14.0,14.0,2018.0,2 совмещенных,Без ремонта,Во двор
16648,27454545.0,Кунцево,2.0,55.0,5.0,9.0,,1 совмещенный,Без ремонта,На улицу и двор
16649,27500000.0,Хорошево-Мневники,2.0,,24.0,24.0,2020.0,,Без ремонта,
16650,27500000.0,Гагаринский,2.0,52.0,6.0,22.0,2013.0,1 совмещенный,Дизайнерский,
16651,27999999.0,Тропарево-Никулино,2.0,,21.0,33.0,2007.0,,Дизайнерский,На улицу и двор
16652,27800000.0,Тропарево-Никулино,2.0,80.0,5.0,17.0,1997.0,2 совмещенных,Дизайнерский,Во двор
16653,28000000.0,Филевский парк,2.0,,19.0,20.0,2021.0,1 совмещенный,Дизайнерский,
16654,28000000.0,Дорогомилово,2.0,,5.0,8.0,1957.0,1 раздельный,Евроремонт,На улицу и двор
16655,27900000.0,Очаково-Матвеевское,2.0,47.0,15.0,22.0,2021.0,,Без ремонта,Во двор
16656,28000000.0,Дорогомилово,2.0,,5.0,8.0,1959.0,1 раздельный,Косметический,
16657,28000000.0,Беговой,2.0,40.0,6.0,7.0,2019.0,1 совмещенный,Дизайнерский,
16658,27900000.0,Раменки,2.0,,18.0,28.0,2022.0,,Без ремонта,
16659,28000000.0,Хорошево-Мневники,2.0,64.0,13.0,24.0,2009.0,1 совмещенный,Евроремонт,Во двор
16660,27800000.0,Хорошево-Мневники,2.0,90.0,11.0,15.0,2006.0,1 совмещенный,Евроремонт,Во двор
16661,27750000.0,Хамовники,2.0,,2.0,8.0,1963.0,1 раздельный,Евроремонт,Во двор
16662,28000000.0,Басманный,2.0,60.0,2.0,5.0,1957.0,1 совмещенный,Дизайнерский,
16663,28000000.0,Раменки,2.0,64.0,21.0,25.0,2017.0,1 совмещенный, 1 раздельный,Дизайнерский
16664,28000000.0,Соколиная гора,2.0,85.0,9.0,17.0,2009.0,1 совмещенный, 1 раздельный,Дизайнерский
16665,28031025.0,Басманный,2.0,,15.0,15.0,,1 раздельный,Без ремонта,Во двор
16666,28000000.0,Таганский,2.0,,8.0,8.0,1961.0,1 раздельный,Евроремонт,Во двор
16667,28000000.0,Богородское,2.0,,17.0,29.0,2012.0,1 совмещенный,Дизайнерский,Во двор
16668,27550000.0,Черемушки,2.0,,19.0,30.0,2021.0,1 совмещенный,Евроремонт,На улицу
16669,28000000.0,Южнопортовый,2.0,,28.0,30.0,2021.0,1 совмещенный,Дизайнерский,На улицу и двор
16670,27700000.0,Хорошево-Мневники,2.0,,8.0,20.0,2020.0,1 совмещенный,Без ремонта,На улицу и двор
16671,28239900.0,Басманный,2.0,,15.0,15.0,,1 раздельный,Без ремонта,На улицу и двор
16672,28000000.0,Очаково-Матвеевское,2.0,53.0,14.0,26.0,2021.0,1 раздельный,Без ремонта,
16673,27900000.0,Тверской,2.0,,6.0,10.0,1954.0,1 раздельный,Евроремонт,Во двор
16674,28000000.0,Пресненский,2.0,70.0,4.0,16.0,1974.0,,Дизайнерский,
16675,27990000.0,Раменки,2.0,82.0,5.0,31.0,2022.0,1 совмещенный,Без ремонта,На улицу
16676,27900000.0,Хорошево-Мневники,2.0,70.0,53.0,58.0,2022.0,2 совмещенных,Без ремонта,На улицу и двор
16677,28000000.0,Зюзино,2.0,,19.0,20.0,2012.0,,Дизайнерский,На улицу и двор
16678,28000000.0,Раменки,2.0,68.0,39.0,39.0,2022.0,2 совмещенных,Без ремонта,
16679,27800000.0,Раменки,2.0,75.0,20.0,26.0,2017.0,1 совмещенный, 1 раздельный,Дизайнерский
16680,28000000.0,Очаково-Матвеевское,2.0,46.0,10.0,26.0,2021.0,1 совмещенный,Дизайнерский,На улицу и двор
16681,28000000.0,Южнопортовый,2.0,,28.0,30.0,2021.0,1 совмещенный,Косметический,На улицу
16682,27800000.0,Теплый Стан,2.0,,12.0,29.0,2006.0,1 совмещенный, 1 раздельный,Евроремонт
16683,28000000.0,Дорогомилово,2.0,,6.0,8.0,1959.0,1 совмещенный,Косметический,Во двор
16684,28000000.0,Даниловский,2.0,75.0,4.0,16.0,2022.0,2 совмещенных, 1 раздельный,Без ремонта
16685,27820000.0,Орехово-Борисово Южное,2.0,57.0,7.0,20.0,2018.0,,Косметический,
16686,28000000.0,Зюзино,2.0,55.0,20.0,22.0,2012.0,1 совмещенный,Дизайнерский,На улицу
16687,27900000.0,Раменки,2.0,51.0,3.0,21.0,2014.0,1 совмещенный,Дизайнерский,
16688,27900000.0,Замоскворечье,2.0,59.0,5.0,9.0,1959.0,1 раздельный,Косметический,На улицу
16689,28000000.0,Покровское-Стрешнево,2.0,,18.0,21.0,2020.0,1 совмещенный,Евроремонт,На улицу и двор
16690,28000000.0,Пресненский,2.0,46.0,2.0,44.0,2018.0,1 совмещенный,Дизайнерский,На улицу
16691,28000000.0,Филевский парк,2.0,53.0,3.0,41.0,2021.0,1 совмещенный,Дизайнерский,
16692,28000000.0,Филевский парк,2.0,46.0,30.0,31.0,2015.0,1 совмещенный,Дизайнерский,
16693,28000000.0,Тверской,2.0,57.0,3.0,8.0,1947.0,,Без ремонта,На улицу
16694,27900000.0,Хорошевский,2.0,45.0,6.0,22.0,2020.0,1 совмещенный,Дизайнерский,На улицу
16695,28500000.0,Тимирязевский,2.0,77.0,29.0,30.0,2005.0,2 раздельных,Евроремонт,Во двор
16696,28500000.0,Гагаринский,2.0,,9.0,11.0,2020.0,1 совмещенный,Без ремонта,На улицу
16697,28500000.0,Свиблово,2.0,62.0,7.0,21.0,2020.0,2 совмещенных, 2 раздельных,Без ремонта
16698,28500000.0,Дорогомилово,2.0,,2.0,9.0,1977.0,1 совмещенный,Без ремонта,На улицу
16699,28500000.0,Басманный,2.0,77.0,5.0,15.0,2022.0,2 совмещенных,Без ремонта,Во двор
16700,28400000.0,Даниловский,2.0,,9.0,20.0,2022.0,2 совмещенных,Без ремонта,Во двор
16701,28500000.0,Филевский парк,2.0,,9.0,29.0,2020.0,1 совмещенный,Евроремонт,Во двор
16702,28500000.0,Хорошевский,2.0,,4.0,22.0,2020.0,2 совмещенных,Без ремонта,На улицу
16703,28500000.0,Хорошево-Мневники,2.0,71.0,8.0,36.0,2020.0,1 совмещенный, 1 раздельный,Без ремонта
16704,28500000.0,Ломоносовский,2.0,62.0,2.0,24.0,2009.0,1 раздельный,Дизайнерский,Во двор
16705,28500000.0,Фили-Давыдково,2.0,60.0,10.0,22.0,2012.0,1 совмещенный,Евроремонт,На улицу
16706,28500000.0,Кунцево,2.0,50.0,16.0,22.0,2018.0,1 совмещенный,Дизайнерский,Во двор
16707,28500000.0,Арбат,2.0,,5.0,11.0,1940.0,1 раздельный,Косметический,На улицу и двор
16708,28500000.0,Дорогомилово,2.0,,4.0,10.0,1962.0,1 совмещенный,Дизайнерский,На улицу и двор
16709,28350000.0,Хорошевский,2.0,,24.0,27.0,2022.0,2 раздельных,Без ремонта,На улицу и двор
16710,28500000.0,Хамовники,2.0,,2.0,16.0,1957.0,1 раздельный,,На улицу и двор
16711,28499000.0,Очаково-Матвеевское,2.0,53.0,14.0,22.0,2021.0,,Без ремонта,На улицу и двор
16712,28500000.0,Раменки,2.0,,4.0,12.0,2022.0,2 совмещенных,Без ремонта,На улицу
16713,28500000.0,Беговой,2.0,53.0,14.0,14.0,1974.0,1 совмещенный,Дизайнерский,
16714,28300000.0,Басманный,2.0,,6.0,15.0,,2 совмещенных,Без ремонта,
16715,28240000.0,Басманный,2.0,,15.0,15.0,2022.0,2 совмещенных,Без ремонта,На улицу и двор
16716,28500000.0,Богородское,2.0,,4.0,22.0,2009.0,,Дизайнерский,
16717,28325000.0,Хорошево-Мневники,2.0,55.0,24.0,43.0,,1 раздельный,,
16718,29000000.0,Раменки,2.0,71.0,2.0,23.0,2008.0,1 совмещенный,Евроремонт,На улицу
16719,29000000.0,Басманный,2.0,65.0,1.0,3.0,1952.0,1 совмещенный,Евроремонт,
16720,29000000.0,Свиблово,2.0,,16.0,25.0,2006.0,1 раздельный,Дизайнерский,Во двор
16721,28999999.0,Басманный,2.0,,6.0,7.0,1956.0,1 раздельный,Евроремонт,На улицу
16722,28990000.0,Раменки,2.0,,9.0,16.0,2004.0,2 совмещенных,Дизайнерский,Во двор
16723,29000000.0,Южнопортовый,2.0,62.0,3.0,15.0,2021.0,2 раздельных,Дизайнерский,Во двор
16724,28990000.0,Хорошево-Мневники,2.0,61.0,3.0,22.0,2018.0,1 совмещенный, 1 раздельный,Дизайнерский
16725,28999999.0,Якиманка,2.0,,11.0,11.0,1933.0,1 раздельный,Без ремонта,Во двор
16726,29000000.0,Бутырский,2.0,67.0,21.0,23.0,2020.0,1 раздельный,Дизайнерский,На улицу и двор
16727,28900000.0,Раменки,2.0,82.0,3.0,31.0,2022.0,2 совмещенных,Без ремонта,На улицу
16728,28900000.0,Таганский,2.0,62.0,1.0,12.0,2003.0,1 совмещенный, 1 раздельный,Дизайнерский
16729,28900000.0,Пресненский,2.0,87.0,6.0,6.0,1935.0,1 совмещенный,Дизайнерский,На улицу
16730,28700000.0,Ховрино,2.0,,28.0,40.0,2010.0,1 раздельный,Косметический,На улицу
16731,28700000.0,Сокол,2.0,67.0,7.0,7.0,1951.0,,Евроремонт,
16732,28700000.0,Раменки,2.0,71.0,12.0,25.0,2021.0,2 совмещенных,Без ремонта,На улицу и двор
16733,28754262.0,Кунцево,2.0,62.0,1.0,9.0,,2 совмещенных,Без ремонта,Во двор
16734,29000000.0,Арбат,2.0,56.0,2.0,5.0,1928.0,1 совмещенный,Евроремонт,
16735,28700000.0,Пресненский,2.0,66.0,15.0,41.0,,2 совмещенных,Без ремонта,Во двор
16736,28700000.0,Нагорный,2.0,,15.0,22.0,2016.0,2 совмещенных,Евроремонт,Во двор
16737,28700000.0,Академический,2.0,74.0,3.0,23.0,2005.0,,Евроремонт,Во двор
16738,28800000.0,Филевский парк,2.0,50.0,11.0,20.0,2022.0,,Дизайнерский,На улицу и двор
16739,29000000.0,Тверской,2.0,,5.0,8.0,1947.0,1 раздельный,,На улицу
16740,28900000.0,Раменки,2.0,85.0,17.0,35.0,2014.0,2 раздельных,Без ремонта,На улицу
16741,28700000.0,Тимирязевский,2.0,,2.0,16.0,2022.0,2 совмещенных,Без ремонта,На улицу и двор
16742,28800000.0,Хорошево-Мневники,2.0,,6.0,19.0,2021.0,2 раздельных,Без ремонта,На улицу
16743,28800000.0,Филевский парк,2.0,50.0,11.0,20.0,2022.0,1 совмещенный,Дизайнерский,Во двор
16744,28900000.0,Хорошевский,2.0,68.0,12.0,24.0,2020.0,1 совмещенный, 1 раздельный,Без ремонта
16745,29500000.0,Замоскворечье,2.0,46.0,5.0,5.0,1917.0,1 совмещенный,Дизайнерский,Во двор
16746,29500000.0,Очаково-Матвеевское,2.0,46.0,6.0,25.0,2021.0,1 совмещенный,Дизайнерский,На улицу
16747,29500000.0,Очаково-Матвеевское,2.0,53.0,7.0,26.0,2021.0,,Без ремонта,На улицу и двор
16748,29500000.0,Хорошево-Мневники,2.0,58.0,3.0,21.0,2020.0,1 совмещенный,Евроремонт,На улицу и двор
16749,29500000.0,Хорошево-Мневники,2.0,70.0,12.0,33.0,,1 раздельный,Дизайнерский,На улицу и двор
